cod_proposta,cod_cliente,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta
85,236,11,2012-11-18 18:25:42 UTC,0.0113,52410.1594291086,68065.87,15655.710570891393,842.60550552803329,108,4,Validação documentos
484,491,11,2019-06-14 21:30:45 UTC,0.0124,172495.48566146215,211795.09,39299.604338537843,87855.245782022932,2,1,Validação documentos
820,732,11,2019-08-19 17:58:22 UTC,0.0162,83530.757541073981,117470.17,33939.41245892601,2145.2920672963287,62,3,Validação documentos
1050,891,11,2012-03-10 14:09:44 UTC,0.0195,16830.035623372965,20661.1,3831.0643766270323,376.838627010068,106,1,Validação documentos
278,608,12,2011-05-04 00:30:59 UTC,0.0156,106979.13180850177,145268.66,38289.528191498233,2187.3181276486239,93,2,Validação documentos
606,154,12,2022-11-22 08:50:17 UTC,0.0125,158370.26212452055,210306.08,51935.817875479435,5886.2845165633253,33,3,Validação documentos
1016,774,12,2019-07-19 12:59:16 UTC,0.0193,133730.12389876132,172878.73,39148.606101238685,9302.4167675027638,17,2,Validação documentos
1396,915,12,2020-03-31 22:56:27 UTC,0.0248,67743.15106003487,131033.88,63290.728939965142,2071.6408215224069,68,1,Validação documentos
1770,569,12,2016-11-15 17:40:13 UTC,0.0134,172309.41198838182,242717.94,70408.528011618168,3499.516815039191,81,0,Validação documentos
1835,485,12,2018-05-10 23:20:30 UTC,0.0229,106645.85326534294,136905.74,30259.886734657055,3108.9267039667993,68,3,Validação documentos
1841,998,12,2010-03-30 16:26:09 UTC,0.0194,106295.21225193547,170079.07,63783.85774806454,4130.186545547037,36,5,Validação documentos
431,17,13,2017-11-04 03:01:18 UTC,0.0221,8635.6350021571234,11554.57,2918.9349978428763,971.96861349845437,10,0,Validação documentos
641,966,13,2014-07-09 06:40:31 UTC,0.0184,67612.24084604808,101067.55,33455.309153951916,1702.0458922835799,72,1,Validação documentos
1874,292,13,2011-01-23 03:45:45 UTC,0.0161,75206.675763289415,128730.7,53524.024236710582,2173.1899107831719,51,0,Validação documentos
512,44,14,2010-03-01 20:36:47 UTC,0.0123,97456.842729934928,160125.1,62668.257270065071,2513.7283761541767,53,3,Validação documentos
1833,236,14,2015-01-07 04:25:51 UTC,0.0203,57867.367440985974,106215.81,48348.442559014024,1369.7014001964878,97,2,Validação documentos
1095,908,15,2021-09-16 20:13:33 UTC,0.015,19128.148519151415,37501.87,18373.721480848588,462.7279369644898,65,5,Validação documentos
1531,27,15,2017-12-11 19:24:01 UTC,0.0113,9530.2349012875529,15679.65,6149.4150987124467,212.2730361229863,63,3,Validação documentos
1671,247,15,2010-04-02 21:25:41 UTC,0.0193,10533.78397628741,18464.59,7930.8060237125892,240.1972060912675,98,4,Validação documentos
464,694,16,2013-12-22 13:25:49 UTC,0.0196,170732.31303563991,206277.81,35545.496964360093,4104.7400736797354,87,2,Validação documentos
1044,715,16,2022-01-19 00:20:20 UTC,0.0125,23515.676374782452,39177.73,15662.05362521755,541.543504044647,63,3,Validação documentos
294,502,17,2018-01-20 10:06:38 UTC,0.0128,49060.32679831206,65304.87,16244.543201687942,1395.587041229081,47,2,Validação documentos
684,231,17,2021-10-27 15:10:18 UTC,0.02,98442.570316425161,177370.84,78928.269683574836,2314.6927053988152,96,6,Validação documentos
251,588,18,2020-06-14 07:39:19 UTC,0.0123,58117.573350587692,92667.1,34549.526649412313,1071.3940913846448,90,3,Validação documentos
812,90,18,2011-09-25 14:22:59 UTC,0.025,122410.30972251529,222996.37,100586.06027748471,3905.04260316703,62,4,Validação documentos
971,747,18,2014-01-25 20:15:59 UTC,0.0235,28339.929828855471,34819.45,6479.5201711445243,746.23818777822794,96,0,Validação documentos
988,69,18,2012-01-09 20:32:03 UTC,0.0167,40953.151048275446,70399.33,29446.178951724556,2533.2410179182712,19,0,Validação documentos
1000,979,18,2019-07-20 10:13:31 UTC,0.0236,102423.66091850435,131375.93,28952.269081495651,9240.9384263381125,13,4,Validação documentos
1042,275,18,2015-04-28 08:26:36 UTC,0.0118,29483.425918165623,38574.48,9091.0540818343816,1206.452720861327,29,2,Validação documentos
1624,843,18,2018-04-30 23:17:27 UTC,0.0197,136705.50371569183,170708.6,34003.09628430818,10615.306768765862,15,6,Validação documentos
1849,733,18,2018-07-21 02:27:59 UTC,0.0125,106117.9144615738,191298.79,85180.8755384262,1765.6801260016434,112,2,Validação documentos
70,49,19,2011-12-23 02:03:18 UTC,0.01,129370.03775253313,190944.62,61574.58224746686,3406.8092839974879,48,6,Validação documentos
411,611,19,2010-01-25 01:48:52 UTC,0.0153,16101.857333448002,27237.48,11135.622666551997,902.32037980452469,21,2,Validação documentos
1593,317,19,2017-12-28 19:30:31 UTC,0.0135,131054.28877316965,225354.74,94300.451226830337,2276.1554010804125,112,1,Validação documentos
1652,506,19,2019-08-24 17:07:55 UTC,0.0154,141379.93776400632,247982.84,106602.90223599369,3489.3488500564417,64,1,Validação documentos
1862,664,19,2018-11-20 06:51:47 UTC,0.0145,152883.64853476913,192177.16,39293.511465230862,4803.1862811037208,43,4,Validação documentos
1890,442,19,2017-12-19 09:44:00 UTC,0.0194,139973.05279380831,195488.33,55515.277206191669,3131.9966016761305,105,2,Validação documentos
1311,243,20,2022-04-03 08:59:36 UTC,0.0098,140577.87936448731,201068.12,60490.240635512695,4764.101986455611,35,0,Validação documentos
1415,82,20,2018-10-23 09:29:32 UTC,0.024,68426.281173451425,104815.19,36388.908826548577,1840.2364540640956,94,6,Validação documentos
770,944,21,2015-09-14 16:29:25 UTC,0.0218,41278.79378893297,67154.45,25875.656211067027,1636.9101382105066,37,5,Validação documentos
868,5,21,2010-10-30 04:10:42 UTC,0.009,95588.572114336144,173050.34,77461.767885663852,1403.0651105364307,106,3,Validação documentos
1012,981,21,2012-09-08 12:56:22 UTC,0.0193,105583.70258953205,205614.7,100030.99741046796,3070.5179848811067,57,2,Validação documentos
1601,107,21,2018-01-21 17:23:59 UTC,0.0237,38977.166163906215,53357.45,14380.283836093784,4066.8959064149726,11,0,Validação documentos
175,135,22,2013-10-05 14:39:58 UTC,0.0219,26496.309767113529,49172.28,22675.97023288647,1347.435833224971,26,5,Validação documentos
178,694,22,2017-08-19 03:46:19 UTC,0.0216,67887.717694888081,90968.57,23080.852305111926,1926.6025387757068,67,2,Validação documentos
568,817,22,2010-02-27 21:33:41 UTC,0.0083,1547.4455866329263,2178.3,630.854413367074,97.975697427741238,17,2,Validação documentos
705,103,22,2017-11-16 08:28:19 UTC,0.0228,36079.99850321882,60873.64,24793.64149678118,892.48755305866234,113,3,Validação documentos
775,449,22,2012-06-17 09:24:23 UTC,0.0137,9688.8291491560121,14446.37,4757.5408508439878,217.98190413317687,69,5,Validação documentos
1803,677,22,2011-11-16 10:23:55 UTC,0.0112,155099.95178885176,228671.54,73571.588211148264,2726.748881440797,91,6,Validação documentos
49,916,23,2013-08-30 05:08:32 UTC,0.0218,16166.075151508348,20300.8,4134.7248484916508,394.27532497573321,104,1,Validação documentos
168,376,23,2011-12-22 20:22:34 UTC,0.0131,190416.89621572528,226478.76,36061.863784274734,13269.325268706376,16,3,Validação documentos
1996,152,23,2021-09-19 16:22:25 UTC,0.0248,27454.482075536929,35170.43,7715.9479244630693,725.299275411332,114,4,Validação documentos
12,527,24,2011-04-04 05:16:06 UTC,0.0176,5129.2767488757918,6535.72,1406.4432511242085,444.86423062571447,13,5,Validação documentos
118,111,24,2019-07-21 10:46:13 UTC,0.0206,110206.58802000953,174949.5,64742.911979990473,3026.7326916246993,68,3,Validação documentos
447,634,24,2017-07-08 03:33:02 UTC,0.0208,26959.720724452683,34200.08,7240.3592755473182,660.08769852931766,92,2,Validação documentos
1123,764,24,2020-07-08 01:44:02 UTC,0.0208,135426.17774968923,188292.24,52866.062250310752,3108.1552108269188,115,1,Validação documentos
1182,376,24,2022-06-10 03:54:48 UTC,0.0126,113718.29520742808,176885.4,63167.104792571918,7473.1888767582623,17,4,Validação documentos
1556,58,24,2022-02-24 13:47:33 UTC,0.0126,158065.16356387129,193160.85,35095.68643612873,2580.5051320030079,118,3,Validação documentos
1872,260,24,2019-04-18 05:07:04 UTC,0.0094,168158.09218215066,234448.17,66290.077817849349,2757.7240144577936,91,2,Validação documentos
28,90,25,2012-06-04 10:18:14 UTC,0.0098,44786.927835473514,60061.01,15274.08216452649,1682.3041554963461,31,6,Validação documentos
121,87,25,2017-12-11 04:01:00 UTC,0.0174,29024.332650477365,53930.86,24906.527349522636,979.79007371915134,42,2,Validação documentos
941,429,25,2011-01-22 21:35:33 UTC,0.0107,30435.383313159804,52108.68,21673.296686840196,30761.041914610807,1,0,Validação documentos
1293,330,25,2015-04-24 06:07:03 UTC,0.0165,104671.53010031898,208308.58,103637.049899681,2097.112037813155,106,5,Validação documentos
1517,700,25,2022-07-19 15:54:15 UTC,0.0144,134358.30479651075,164296.25,29937.945203489235,2441.2861567274213,110,6,Validação documentos
1971,462,25,2019-04-29 03:16:45 UTC,0.0201,48587.754528225392,82752.85,34165.095471774614,2227.2389395583868,29,5,Validação documentos
81,279,26,2010-09-02 16:34:41 UTC,0.0137,65800.076787035257,111918.44,46118.363212964745,1535.5493945733622,65,3,Validação documentos
575,778,26,2012-09-05 01:27:21 UTC,0.0113,131018.79291831848,196110.87,65092.077081681527,2406.4308995230108,85,5,Validação documentos
1138,425,26,2013-02-20 06:54:00 UTC,0.0154,175996.62885735888,214598.6,38601.971142641109,8265.775192138386,26,2,Validação documentos
1470,660,26,2017-07-05 19:19:38 UTC,0.0178,41604.708872424024,83041.15,41436.44112757597,848.20957764741649,117,3,Validação documentos
1578,527,26,2022-06-21 18:40:39 UTC,0.0093,173305.89409481987,224957.59,51651.695905180124,12431.884573853384,15,3,Validação documentos
1878,521,26,2011-02-12 01:51:54 UTC,0.0107,83570.500723305042,141770.03,58199.529276694957,5710.8362098487514,16,2,Validação documentos
1968,556,26,2011-07-19 18:54:19 UTC,0.013,36263.890276782433,45593.8,9329.9097232175682,702.890151892254,86,0,Validação documentos
38,427,27,2015-05-25 01:27:11 UTC,0.0103,35423.998521332309,56750.68,21326.681478667691,559.63590606836237,103,3,Validação documentos
712,138,27,2010-08-26 06:06:59 UTC,0.0222,147228.59374468197,193295.68,46067.08625531802,4271.2003417089063,66,0,Validação documentos
1774,347,27,2016-11-08 21:51:46 UTC,0.0197,158689.09170056856,234716.44,76027.348299431455,3489.1895677704892,116,2,Validação documentos
1848,444,27,2011-04-30 05:43:17 UTC,0.0224,40573.21731738899,61140.97,20567.752682611012,978.967548879964,119,1,Validação documentos
1883,476,27,2014-09-12 12:29:34 UTC,0.0246,29530.198946168988,35056.88,5526.6810538310074,2871.84646994975,12,4,Validação documentos
10,413,28,2020-03-29 02:08:32 UTC,0.0147,149661.36620798847,192346.8,42685.433792011536,2993.2945002973465,91,6,Validação documentos
262,122,28,2011-04-14 03:27:11 UTC,0.0171,81836.817555184345,104094.88,22258.06244481566,1701.1638342943959,102,5,Validação documentos
297,746,28,2011-09-30 09:54:13 UTC,0.0209,105405.18991906976,166354.02,60948.830080930238,2780.204198616354,76,0,Validação documentos
354,662,28,2020-09-01 21:50:56 UTC,0.0151,122141.83298297766,242789.63,120647.79701702234,2752.2270028251305,74,4,Validação documentos
916,457,28,2021-02-11 10:11:51 UTC,0.0095,155359.45031283936,221739.32,66379.869687160652,4999.7152448169663,37,2,Validação documentos
1169,115,28,2018-08-30 07:16:52 UTC,0.0165,132221.19201417209,227756.23,95535.037985827934,2953.4963335927055,82,2,Validação documentos
1840,769,28,2022-11-09 21:15:07 UTC,0.0207,133660.49850055372,197742.96,64082.461499446275,4724.381745523744,43,3,Validação documentos
534,215,29,2014-12-24 23:44:31 UTC,0.0219,1493.2082201914359,1923.68,430.47177980856412,142.84991291370957,12,2,Validação documentos
583,600,29,2015-05-30 13:10:27 UTC,0.015,91583.787855830655,119903.6,28319.812144169358,2157.7442338579426,68,4,Validação documentos
957,604,29,2013-07-29 00:26:58 UTC,0.0189,23178.338766063687,36317.8,13139.461233936316,535.52668594769682,91,4,Validação documentos
1336,185,29,2013-01-08 19:54:38 UTC,0.0154,26426.44440319985,41567.94,15141.49559680015,1281.585944725221,25,6,Validação documentos
1349,579,29,2016-11-03 15:38:21 UTC,0.0171,48549.133580351816,87596.5,39047.366419648184,4196.7209154172533,13,4,Validação documentos
1516,933,29,2020-09-12 18:09:07 UTC,0.0096,89242.3186139296,159243.81,70001.4913860704,2643.3316237785107,41,3,Validação documentos
1907,52,29,2019-07-22 16:57:19 UTC,0.0147,93841.613257672609,164887.85,71046.2367423274,6278.7939616964823,17,5,Validação documentos
1974,897,29,2016-06-21 01:12:41 UTC,0.0232,13329.862562484108,16882.67,3552.8074375158903,780.47930485336281,22,6,Validação documentos
346,163,30,2020-02-17 17:57:46 UTC,0.0213,112916.09717379577,143911.36,30995.262826204205,2862.6525489239793,87,1,Validação documentos
623,584,30,2011-11-20 13:17:07 UTC,0.0174,31351.031508509208,45070.3,13719.268491490795,1557.2181185432214,25,5,Validação documentos
1162,812,30,2011-11-30 14:01:58 UTC,0.0102,162134.05929173777,214281.02,52146.960708262231,2800.1663812827387,88,5,Validação documentos
1599,794,30,2011-09-15 01:49:26 UTC,0.0228,112893.18161491599,160768.12,47874.938385084,8971.0671659044838,15,1,Validação documentos
1605,360,30,2022-06-02 05:55:25 UTC,0.0108,69184.682300770277,106081.03,36896.347699229715,1077.8576971656478,110,2,Validação documentos
951,839,31,2016-08-25 10:58:09 UTC,0.0184,85930.34043741232,112946.38,27016.039562587677,1944.4515503084281,92,3,Validação documentos
1963,392,31,2019-09-14 13:24:18 UTC,0.0242,66105.031965225717,96572.1,30467.068034774289,1737.5074043875104,106,3,Validação documentos
1984,588,31,2013-05-27 22:33:23 UTC,0.0249,101739.98324918019,193983.64,92243.65675081982,5089.5334290963747,28,0,Validação documentos
40,182,32,2013-03-06 07:07:34 UTC,0.0176,79874.023384651417,99049.63,19175.606615348588,4109.08808980759,24,1,Validação documentos
403,581,32,2010-12-02 04:07:07 UTC,0.0092,10920.919460007088,15667.98,4747.0605399929118,261.28571856232054,53,3,Validação documentos
490,548,32,2013-04-02 05:55:14 UTC,0.0154,53880.424219759407,97323.94,43443.515780240596,1513.3800768523893,52,5,Validação documentos
743,511,32,2015-10-17 18:24:42 UTC,0.0116,147211.86019452367,200167.25,52955.389805476319,7938.9300113054742,21,1,Validação documentos
964,949,32,2018-05-01 22:41:10 UTC,0.0209,16570.469300481163,27458.76,10888.290699518835,458.69750025414146,68,5,Validação documentos
968,103,32,2013-06-21 08:12:05 UTC,0.013,93779.880274695985,115429.08,21649.199725304021,1706.7181272228381,97,0,Validação documentos
1583,160,32,2021-01-27 03:14:46 UTC,0.0087,57813.791689955375,106288.07,48474.278310044632,6706.4150354284866,9,0,Validação documentos
889,246,33,2016-04-02 08:31:07 UTC,0.0177,103783.50982407361,175148.39,71364.8801759264,3364.7602761280486,45,5,Validação documentos
1689,816,33,2014-11-06 06:59:00 UTC,0.0122,101627.79444961256,124087.64,22459.845550387447,3759.543106380213,33,5,Validação documentos
371,294,34,2016-01-18 09:17:32 UTC,0.0225,18580.961110544478,24331.13,5750.1688894555236,901.645793816743,28,0,Validação documentos
1180,750,34,2010-10-21 02:12:09 UTC,0.0193,102268.52258302261,158960.17,56691.6474169774,3098.9097357808869,53,0,Validação documentos
1288,471,34,2021-03-25 18:41:06 UTC,0.0137,71697.985531969141,118154.95,46456.964468030848,1673.1864710747163,65,0,Validação documentos
1787,391,34,2010-12-16 14:19:59 UTC,0.0169,54972.160998223371,83383.05,28410.889001776632,1479.4280324975784,59,6,Validação documentos
143,519,35,2015-05-10 13:26:19 UTC,0.0124,69325.853052727543,101029.22,31703.366947272461,2511.3606287241209,34,4,Validação documentos
574,396,35,2011-01-29 06:02:10 UTC,0.0115,72222.7476359368,87211.1,14988.352364063208,1536.7569731681194,68,1,Validação documentos
1692,18,35,2013-06-15 08:53:20 UTC,0.0174,58403.134307875487,83810.27,25407.135692124513,1495.0743524685868,66,4,Validação documentos
71,804,36,2010-05-15 10:40:14 UTC,0.0228,66329.197764248034,98562.45,32233.252235751959,14186.857322226131,5,4,Validação documentos
473,462,36,2013-07-07 04:08:36 UTC,0.014,66532.941542349523,128266.34,61733.398457650474,4207.2238686893188,18,6,Validação documentos
987,815,36,2022-12-16 15:39:28 UTC,0.011,118495.6930524698,203830.96,85335.2669475302,2137.8655020889714,86,1,Validação documentos
1079,569,36,2017-08-30 14:01:22 UTC,0.0097,41168.5784931806,52200.81,11032.231506819397,660.9900009452773,96,3,Validação documentos
1684,868,36,2020-12-21 01:38:42 UTC,0.016,124537.07048001363,172060.29,47523.219519986378,4886.8430253909737,33,4,Validação documentos
1892,112,36,2017-10-02 04:39:32 UTC,0.0192,42179.439566245041,54439.24,12259.800433754956,923.89278027664375,110,0,Validação documentos
131,694,37,2021-01-17 09:28:43 UTC,0.0222,101045.70351099479,183975.03,82929.326489005209,7572.3458589139354,16,4,Validação documentos
172,381,37,2020-08-30 10:32:52 UTC,0.0186,90424.094101380644,135771.1,45347.005898619354,1897.5425069350911,118,1,Validação documentos
468,961,37,2015-07-31 09:42:43 UTC,0.025,111860.21127272288,209814.23,97954.018727277129,3382.4178511854689,71,4,Validação documentos
494,745,37,2015-11-03 08:31:45 UTC,0.0099,77031.169078073261,124517.06,47485.890921926744,1246.9020299273996,96,1,Validação documentos
761,434,37,2011-04-19 07:07:17 UTC,0.0221,66852.91831875364,104830.16,37977.241681246363,2198.4950140585006,51,3,Validação documentos
1832,948,37,2015-05-21 02:12:40 UTC,0.0203,41083.986728143267,60138.63,19054.643271856727,2881.8532941897251,17,6,Validação documentos
1867,650,37,2022-09-29 12:09:04 UTC,0.0223,44931.236322505531,62882.53,17951.293677494472,1103.9388297496719,108,0,Validação documentos
1925,995,37,2022-03-11 06:51:56 UTC,0.0235,44324.376698761509,75272.77,30948.393301238495,2516.6690898317256,23,5,Validação documentos
1966,679,37,2011-02-24 17:27:13 UTC,0.0215,149294.2331107296,178817.54,29523.30688927041,4489.6432105816421,59,4,Validação documentos
222,173,38,2019-02-09 23:03:58 UTC,0.0233,137141.03069419687,166060.29,28919.259305803127,6900.4757830899734,27,2,Validação documentos
480,560,38,2011-11-03 04:11:56 UTC,0.0083,70831.894772024127,107264.52,36432.62522797587,1204.6031908540031,81,3,Validação documentos
710,845,38,2012-07-14 02:25:07 UTC,0.0099,149926.13602760114,217880.51,67954.373972398884,2328.324612709243,103,1,Validação documentos
890,685,38,2021-07-09 20:15:50 UTC,0.0159,12091.010425271164,16030.62,3939.6095747288359,236.71210414404723,106,2,Validação documentos
929,922,38,2021-08-09 07:49:06 UTC,0.0229,128793.35871362945,165356.94,36563.581286370543,3190.8735279356561,114,6,Validação documentos
1023,195,38,2014-09-07 16:31:55 UTC,0.022,92616.131236477813,127684.77,35068.638763522184,5355.7232809012448,22,5,Validação documentos
18,909,39,2018-11-14 13:53:23 UTC,0.0209,50519.774720541056,68706.61,18186.835279458945,1461.1161730536417,62,3,Validação documentos
395,724,39,2010-07-26 18:57:38 UTC,0.015,30797.012110352523,47054.31,16257.297889647472,4667.4770347096583,7,3,Validação documentos
1954,391,39,2019-10-07 06:05:23 UTC,0.0198,111634.39674628987,178116.7,66482.303253710139,4135.3395115348567,39,0,Validação documentos
1216,239,40,2019-08-14 14:15:14 UTC,0.0187,77700.320654986077,137032.72,59332.399345013931,2028.4590128735135,68,2,Validação documentos
1438,261,40,2017-02-27 22:52:51 UTC,0.0201,72067.262471034366,138914.27,66847.007528965623,1688.7543005767354,98,2,Validação documentos
1595,248,40,2022-08-19 22:29:01 UTC,0.022,4063.9603708400032,5436.18,1372.2196291599971,275.86467680831549,18,0,Validação documentos
1808,745,40,2016-05-24 01:31:09 UTC,0.0214,23485.882352338846,46646.94,23161.057647661157,580.22023182312523,95,5,Validação documentos
407,793,41,2018-05-05 00:13:50 UTC,0.011,83168.981285470742,148156.91,64987.928714529269,1634.2994171720768,75,3,Validação documentos
459,746,41,2013-11-27 10:52:15 UTC,0.015,5419.3786725744612,7083.25,1663.8713274255385,122.66050231662184,73,2,Validação documentos
1738,219,41,2021-05-22 08:30:28 UTC,0.0177,148260.37573945033,235254.36,86993.984260549652,3923.1481082980458,63,3,Validação documentos
74,521,42,2011-01-15 13:38:20 UTC,0.0149,183802.99466044497,225791.78,41988.785339555048,3646.7321042454928,94,6,Validação documentos
136,658,42,2011-12-21 10:16:28 UTC,0.0246,29567.905276889473,52244.44,22676.53472311053,1247.443286657762,36,3,Validação documentos
315,183,42,2015-06-16 13:55:34 UTC,0.0153,137071.41995932121,165345.14,28273.720040678792,3748.0431664262569,54,5,Validação documentos
648,794,42,2020-11-30 10:49:07 UTC,0.0095,115350.99683918491,211447.42,96096.4231608151,2157.4462966211076,75,1,Validação documentos
1084,126,42,2022-08-08 23:34:41 UTC,0.0221,133629.72521240296,165005.29,31375.564787597054,3645.4525408126078,76,1,Validação documentos
1351,71,42,2021-02-12 09:06:07 UTC,0.0154,80735.336701165288,154852.7,74117.363298834724,2071.2866918633363,60,5,Validação documentos
1511,929,42,2016-04-05 18:49:28 UTC,0.0145,149434.980233163,233106.08,83671.099766837011,3357.791479546107,72,6,Validação documentos
592,379,43,2016-02-29 18:31:24 UTC,0.0225,53675.361438010346,99134.66,45459.298561989657,2479.7663891243756,30,0,Validação documentos
745,858,43,2014-10-29 21:51:49 UTC,0.0246,61551.753682383409,89339.63,27787.8763176166,1797.6940272870797,76,6,Validação documentos
781,103,43,2021-08-17 17:31:09 UTC,0.0214,11453.39966479471,14530.19,3076.7903352052913,274.85647879695927,105,0,Validação documentos
949,560,43,2016-05-04 11:50:24 UTC,0.0121,76701.283317405236,123000.84,46299.556682594761,3573.8387107359308,25,1,Validação documentos
1088,358,43,2014-03-28 03:47:41 UTC,0.0202,67799.940873335334,112570.98,44771.039126664662,1647.4069383160549,89,3,Validação documentos
1407,667,43,2010-07-07 02:02:57 UTC,0.0094,66156.240989428217,89567.96,23411.719010571793,1335.2490052751079,67,0,Validação documentos
1676,924,43,2017-07-26 11:23:19 UTC,0.017,118131.86356680673,192952.64,74820.776433193285,3323.1603256723006,55,3,Validação documentos
587,266,44,2021-04-01 02:29:52 UTC,0.0137,76609.377997571137,150537.1,73927.722002428869,1770.9661927257941,66,1,Validação documentos
664,971,44,2013-02-08 15:10:39 UTC,0.0134,18178.532400270968,34721.08,16542.547599729034,306.46352712254986,119,0,Validação documentos
776,744,44,2022-08-02 22:51:19 UTC,0.0121,63088.849627121,93017.02,29928.170372878998,1010.8611794321107,117,3,Validação documentos
1631,784,44,2018-06-03 17:54:50 UTC,0.0178,7629.9131069196164,10451.96,2822.0468930803827,199.03466768764707,65,6,Validação documentos
1656,682,44,2020-04-28 10:43:12 UTC,0.0223,11145.284323556538,15777.05,4631.7656764434614,11393.824163971856,1,0,Validação documentos
1779,245,44,2012-10-02 15:36:26 UTC,0.0238,27959.511283383465,48966.22,21006.708716616537,1208.6855322529432,34,1,Validação documentos
31,997,45,2018-04-29 07:44:00 UTC,0.0096,112587.57323100453,140514.26,27926.686768995478,1636.9492706622812,113,4,Validação documentos
257,690,45,2018-10-30 23:58:47 UTC,0.0172,176449.99221750328,240493.02,64043.0277824967,3655.3319817741281,104,0,Validação documentos
281,723,45,2013-01-10 11:30:48 UTC,0.0102,140906.90437270212,209022.44,68115.535627297882,3920.339363709666,45,2,Validação documentos
1018,840,45,2015-08-01 15:02:58 UTC,0.0248,122930.67128172424,175352.43,52421.758718275763,12906.245006283109,11,5,Validação documentos
1439,999,45,2019-04-27 09:26:45 UTC,0.023,142746.74124534783,187878.54,45131.798754652176,4012.1336466536313,75,4,Validação documentos
1773,27,45,2022-09-20 14:53:47 UTC,0.0096,72508.413336743426,112191.98,39683.566663256563,5959.543207236944,13,1,Validação documentos
75,504,46,2010-05-22 13:35:02 UTC,0.0107,53891.9060712637,82607.67,28715.763928736298,799.58616077647741,120,5,Validação documentos
298,475,46,2015-03-28 08:52:15 UTC,0.0128,81338.80661272406,115991.17,34652.363387275931,1782.1017298284717,69,4,Validação documentos
452,43,46,2022-06-20 23:44:00 UTC,0.0099,19728.663045362558,29913.81,10185.146954637443,1624.829950537677,13,1,Validação documentos
1998,657,46,2018-12-06 01:01:28 UTC,0.0166,179835.53348878425,217734.4,37898.866511215747,4007.077024328064,83,4,Validação documentos
42,661,47,2011-03-06 06:44:23 UTC,0.0135,68016.900686245208,82315.96,14299.059313754806,2507.8513263575355,34,3,Validação documentos
192,594,47,2016-06-07 00:12:45 UTC,0.0182,152375.39280082434,249035.39,96659.997199175676,7408.3585782189839,26,3,Validação documentos
864,378,47,2013-12-16 16:14:48 UTC,0.0158,79873.742451539,103169.64,23295.897548461005,2709.0978030911679,40,3,Validação documentos
1083,820,47,2012-09-07 00:10:10 UTC,0.0155,105206.31193942166,194504.44,89298.12806057834,1965.9585499878817,115,6,Validação documentos
1155,707,47,2011-04-30 01:21:13 UTC,0.0087,15848.65851798091,19948.27,4099.6114820190905,218.61606719259913,115,5,Validação documentos
1478,637,47,2014-01-15 10:08:53 UTC,0.0138,125713.56971171431,172106.2,46392.630288285691,2537.1926108793259,84,3,Validação documentos
1697,564,47,2022-02-14 03:38:55 UTC,0.0223,55592.059790535342,107539.76,51947.700209464652,1382.2709174634133,103,2,Validação documentos
1745,424,47,2017-08-27 09:57:32 UTC,0.0234,12940.982128869384,20831.83,7890.8478711306179,517.83068685861724,38,6,Validação documentos
275,332,48,2017-08-07 19:30:22 UTC,0.0166,46387.889725467416,88725.05,42337.160274532587,978.15027693568049,94,0,Validação documentos
361,265,48,2016-10-29 01:44:48 UTC,0.0189,100862.14318089036,153122.88,52260.736819109639,7363.9362704343421,16,3,Validação documentos
1223,279,48,2016-07-13 07:46:49 UTC,0.0146,43924.49558291577,59711.93,15787.434417084231,9173.39546105905,5,5,Validação documentos
1450,920,48,2014-11-09 01:19:32 UTC,0.014,3656.325400595033,4440.22,783.894599404967,75.754551639031746,81,6,Validação documentos
1508,528,48,2022-04-22 08:52:14 UTC,0.0146,112141.85244626239,201827.11,89685.2575537376,5055.5437619005143,27,2,Validação documentos
350,738,49,2014-03-28 12:35:12 UTC,0.0171,106319.83966905401,210478.52,104158.68033094598,2656.8220361359708,68,6,Validação documentos
409,467,49,2014-07-11 01:42:45 UTC,0.0096,35554.279881169874,60545.37,24991.090118830125,1454.1416336149434,28,2,Validação documentos
559,375,49,2022-09-19 03:36:25 UTC,0.0213,103759.68761047409,158635.86,54876.1723895259,3708.3369830285628,43,6,Validação documentos
927,371,49,2010-10-20 21:02:24 UTC,0.0222,64101.696982368885,81144.26,17042.563017631113,3714.5295559965584,22,3,Validação documentos
1154,326,49,2014-08-03 01:53:03 UTC,0.0111,166623.71808424935,228895.44,62271.721915750648,2550.5240651581589,117,2,Validação documentos
1220,917,49,2020-08-03 01:49:36 UTC,0.014,91234.44773353498,180077.48,88843.03226646503,1733.6540148577512,96,5,Validação documentos
1751,109,49,2015-05-31 07:00:45 UTC,0.018,4285.8051909937,7194.61,2908.8048090062989,120.86374220072362,57,5,Validação documentos
1295,927,50,2022-01-28 10:40:18 UTC,0.0123,157633.9506389586,199276.92,41642.969361041396,2600.1430774528067,112,3,Validação documentos
1572,950,50,2017-06-10 00:24:36 UTC,0.0124,96023.281158631449,148429.81,52406.528841368548,1559.4790626589543,117,5,Validação documentos
778,452,51,2015-11-24 05:43:38 UTC,0.0248,107064.70927766984,137822.99,30758.280722330146,4990.3954265322818,31,3,Validação documentos
1741,295,51,2020-09-07 16:30:31 UTC,0.0083,9775.1878138295378,19046.08,9270.8921861704639,146.14508731598249,98,3,Validação documentos
